ID,LTPC,Northing,Easting,L30_B02,L30_B03,L30_B04,L30_B05,L30_B06,L30_B07,S30_B02,S30_B03,S30_B04,S30_B05,S30_B06,S30_B07,S30_B11,S30_B12,S30_B8A
889,9,4339098.017573973,434209.0935396869,576,780,715,3140,1975,1151,523,740,715,1095,2153,2590,1897,1111,2864
890,9,4335969.83722393,415629.5159509509,961,1217,1189,3303,2081,1375,832,1161,1129,1582,2585,2943,2238,1436,3190
891,9,4399064.856396814,478308.43680029863,685,901,994,2372,1913,1218,407,637,805,980,1373,1621,1921,1321,1824
892,9,4371480.094400659,421569.5095514055,518,816,925,2761,2801,1943,1120,1420,1561,1810,2546,2895,2759,1935,3149
893,9,4294822.492512161,525685.7120474876,250,424,404,511,209,138,316,499,510,623,656,748,513,360,722
894,9,4371768.038474445,513073.07320991514,559,777,744,2165,1076,575,218,436,431,749,1422,1741,1329,777,1908
895,9,4391184.030918079,469847.40146537777,1261,1462,1532,3456,2526,1604,644,915,1030,1362,2276,2699,2554,1612,2980
896,9,4357099.939639608,498185.2959900849,574,763,810,642,113,93,716,910,945,1065,921,952,418,326,814
897,9,4361401.407131677,493659.62066517584,883,1106,1152,3090,2255,1386,605,882,961,1288,2269,2689,2344,1428,2990
898,9,4357750.425665014,495419.83396752086,1095,1310,1474,2596,2968,2153,731,996,1190,1412,1866,2118,3075,2213,2399
899,9,4396677.827396169,476687.0085198835,868,1085,1102,2658,2029,1266,471,702,774,1047,1660,1934,2019,1256,2178
